source	target	weight	resources	references	sign_decision
CTBP1	BRCA1	-1.0	CollecTRI;SIGNOR_CollecTRI;TRRUST_CollecTRI	CollecTRI:20818429;CollecTRI:21681822;CollecTRI:23303449	PMID
CTBP1	BRCA2	-1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:18765668	PMID
CTBP1	CLDN7	-1.0	CollecTRI;SIGNOR_CollecTRI;TRRUST_CollecTRI	CollecTRI:19277896	PMID
CTBP1	KRT18	-1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:15831101	regulon
CTCF	ASAP2	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:23999061	default activation
CTCF	BBC3	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:20818159	default activation
CTCF	CCND1	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:18625744	default activation
CTCF	DMPK	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:11479593	default activation
CTCF	ETNK2	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:18632798	default activation
CTCF	HCFC1R1	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:22187427	default activation
CTCF	NANOG	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:22879976	default activation
CTCF	PBXIP1	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:22187427	default activation
CTCF	PTPRG	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:21150880	default activation
CTCF	SIX5	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:11479593	default activation
CTCF	SLC6A4	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:15229244;CollecTRI:17360901;CollecTRI:21309950;CollecTRI:23765727	default activation
CTNNB1	BIRC5	1.0	CollecTRI;TFactS_CollecTRI;TRRUST_CollecTRI	CollecTRI:11517919;CollecTRI:16288908;CollecTRI:17005722;CollecTRI:19662654;CollecTRI:19778454	PMID
CTNNB1	CCND1	1.0	CollecTRI;Pavlidis2021_CollecTRI;SIGNOR_CollecTRI;TFactS_CollecTRI;TRRUST_CollecTRI	CollecTRI:10201372;CollecTRI:10318916;CollecTRI:10915780;CollecTRI:11943708;CollecTRI:12095419;CollecTRI:12589056;CollecTRI:12782598;CollecTRI:14557550;CollecTRI:15111320;CollecTRI:15592430;CollecTRI:15735151;CollecTRI:16628468;CollecTRI:17109766;CollecTRI:17360646;CollecTRI:17693601;CollecTRI:18679417;CollecTRI:19662654;CollecTRI:19778454;CollecTRI:20300972	PMID
CTNNB1	CD44	1.0	CollecTRI;TFactS_CollecTRI;TRRUST_CollecTRI	CollecTRI:10027409;CollecTRI:12782598;CollecTRI:17724465;CollecTRI:18483247	PMID
CTNNB1	CHGA	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:21551321	regulon
CTNNB1	CLDN2	1.0	CollecTRI;SIGNOR_CollecTRI;TFactS_CollecTRI;TRRUST_CollecTRI	CollecTRI:14751232	PMID
CTNNB1	FST	1.0	CollecTRI;TFactS_CollecTRI;TRRUST_CollecTRI	CollecTRI:15579438;CollecTRI:18948405;CollecTRI:24667650	PMID
CTNNB1	GLCE	1.0	CollecTRI;TFactS_CollecTRI;TRRUST_CollecTRI	CollecTRI:15853773;CollecTRI:22805760	PMID
CTNNB1	GLI2	1.0	CollecTRI;TFactS_CollecTRI;TRRUST_CollecTRI	CollecTRI:19797115	PMID
JUN	CTNNB1	1.0	CollecTRI;NTNU.Curated_CollecTRI;TFactS_CollecTRI	CollecTRI:14706452	PMID
CTNNB1	JUN	1.0	CollecTRI;Pavlidis2021_CollecTRI;TFactS_CollecTRI;TRRUST_CollecTRI	CollecTRI:16007074;CollecTRI:19671687;CollecTRI:20300972;CollecTRI:9990071	PMID
CTNNB1	MMP14	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:21517265	PMID
CTNNB1	MMP7	1.0	CollecTRI;NTNU.Curated_CollecTRI;TFactS_CollecTRI;TRRUST_CollecTRI	CollecTRI:10362259;CollecTRI:10514384;CollecTRI:11158322;CollecTRI:11943708;CollecTRI:12200448;CollecTRI:12782598;CollecTRI:12958188;CollecTRI:15000152;CollecTRI:15457508;CollecTRI:15817151	PMID
CTNNB1	MYC	1.0	CollecTRI;NTNU.Curated_CollecTRI;Pavlidis2021_CollecTRI;SIGNOR_CollecTRI;TFactS_CollecTRI;TRRUST_CollecTRI	CollecTRI:12095419;CollecTRI:12907606;CollecTRI:15576399;CollecTRI:15579438;CollecTRI:16510874;CollecTRI:17360646;CollecTRI:17724465;CollecTRI:18679417;CollecTRI:18852287;CollecTRI:19561604;CollecTRI:19662654;CollecTRI:19778454;CollecTRI:20300972;CollecTRI:21533051;CollecTRI:24447505;CollecTRI:9727977	PMID
CTNNB1	NCOA2	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:16141201	regulon
CTNNB1	NRCAM	1.0	CollecTRI;TFactS_CollecTRI;TRRUST_CollecTRI	CollecTRI:12183361;CollecTRI:17724465	PMID
CTNNB1	PLD1	1.0	CollecTRI;Pavlidis2021_CollecTRI;TRRUST_CollecTRI	CollecTRI:20442281	PMID
CTNNB1	PPARD	1.0	CollecTRI;TFactS_CollecTRI;TRRUST_CollecTRI	CollecTRI:11943708;CollecTRI:17724465	PMID
CTNNB1	PTGS2	1.0	CollecTRI;Pavlidis2021_CollecTRI;TFactS_CollecTRI;TRRUST_CollecTRI	CollecTRI:11396184;CollecTRI:12154096;CollecTRI:15592796;CollecTRI:17945188	PMID
CTNNB1	RB1	-1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:16628468	PMID
CTNNB1	STARD7	1.0	CollecTRI;Pavlidis2021_CollecTRI;TFactS_CollecTRI;TRRUST_CollecTRI	CollecTRI:17273793;CollecTRI:19679347;CollecTRI:21622533	PMID
CTNNB1	TCF7	1.0	CollecTRI;TFactS_CollecTRI;TRRUST_CollecTRI	CollecTRI:10489374;CollecTRI:15473860;CollecTRI:17724465	PMID
CTNNB1	VIM	1.0	CollecTRI;NTNU.Curated_CollecTRI;TFactS_CollecTRI;TRRUST_CollecTRI	CollecTRI:12750294;CollecTRI:22552774	PMID
CUX1	CR2	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:19487031	default activation
CUX1	FTO	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:23341774	default activation
DACH1	FOS	-1.0	CollecTRI;NTNU.Curated_CollecTRI;TRRUST_CollecTRI	CollecTRI:17182846	PMID
DACH1	PELP1	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:19605405	default activation
DACH1	TNFSF11	1.0	CollecTRI;CytReg_CollecTRI;TRRUST_CollecTRI	CollecTRI:17891780	default activation
DAXX	AIRE	-1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:20185822	PMID
DBP	ACKR1	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:22122911	default activation
DDIT3	ATG5	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:20038797	PMID
DDIT3	CDK2	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:20017906	default activation
DDIT3	CEBPA	-1.0	CollecTRI;GEREDB_CollecTRI;SIGNOR_CollecTRI;TRRUST_CollecTRI	CollecTRI:11050169;CollecTRI:21983012;CollecTRI:7588595	PMID
DDIT3	MAP1LC3B	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:20038797	PMID
DDIT3	MCL1	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:22253918	default activation
DDIT3	RTN3	1.0	CollecTRI;GEREDB_CollecTRI;TRRUST_CollecTRI	CollecTRI:17191123	PMID
DDIT3	SIRT1	-1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:21801305	PMID
DDIT3	SIRT2	-1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:21801305	PMID
DDX5	IGF2	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:20966046	default activation
DLX3	CGA	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:22446105	PMID
DLX5	IBSP	1.0	CollecTRI;GEREDB_CollecTRI;NTNU.Curated_CollecTRI;Pavlidis2021_CollecTRI;TRRUST_CollecTRI	CollecTRI:16000302;CollecTRI:16949358;CollecTRI:22492284;CollecTRI:23485603	PMID
DLX5	IGFBP3	1.0	CollecTRI;GEREDB_CollecTRI;TRRUST_CollecTRI	CollecTRI:17278996	default activation
DMAP1	ATM	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:23318425	default activation
DMAP1	BAX	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:24559687	default activation
DMAP1	DNMT1	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:20864525	default activation
DNMT1	BMP2	-1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:21551187	PMID
DNMT1	CASP8	-1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:20398055	PMID
DNMT1	HDAC1	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:24475290	default activation
HDAC1	DNMT1	-1.0	CollecTRI;SIGNOR_CollecTRI;TRRUST_CollecTRI	CollecTRI:23242655	PMID
DNMT1	IL32	-1.0	CollecTRI;GEREDB_CollecTRI;SIGNOR_CollecTRI;TRRUST_CollecTRI	CollecTRI:20889550	PMID
DNMT1	MBD2	-1.0	CollecTRI;SIGNOR_CollecTRI;TRRUST_CollecTRI	CollecTRI:15618232	PMID
DNMT1	MSH2	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:16473673	PMID
DNMT1	PROM1	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:20196115	default activation
DNMT1	SFRP5	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:24374650	default activation
DNMT1	TIMP3	-1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:22982189	PMID
DNMT3A	CDH6	-1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:19070387	PMID
DNMT3A	IGFBP3	-1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:19070387	PMID
DNMT3A	SETDB1	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:16682412	default activation
DNMT3A	SFRP1	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:24374650	default activation
DNMT3A	SFRP5	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:24374650	default activation
DNMT3L	TDG	-1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:20428781	PMID
DR1	NR1I2	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:18305375	PMID
DR1	NR2C2	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:21126370	default activation
DR1	PTGS2	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:11840453	PMID
DRAP1	TBP	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:15509807	default activation
DUX4	HEY1	1.0	CollecTRI;SIGNOR_CollecTRI;TRRUST_CollecTRI	CollecTRI:24278031	PMID
E2F1	ATG5	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:18408756	PMID
E2F1	AURKA	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:20300951	PMID
E2F1	AURKB	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:15033491	regulon
E2F1	CASP7	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:12766778	PMID
E2F1	CCL3	1.0	CollecTRI;CytReg_CollecTRI;TRRUST_CollecTRI	CollecTRI:17707233	regulon
E2F1	CHEK2	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:15024084	PMID
E2F1	CREBBP	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:9238849	regulon
E2F1	CTNNBIP1	1.0	CollecTRI;DoRothEA-A_CollecTRI;TFactS_CollecTRI;TRRUST_CollecTRI	CollecTRI:21310950;CollecTRI:21532622	PMID
E2F1	CUX1	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:18347061	regulon
E2F1	DNMT1	1.0	CollecTRI;Pavlidis2021_CollecTRI;TFactS_CollecTRI;TRRUST_CollecTRI	CollecTRI:15867357;CollecTRI:17575144;CollecTRI:24502362	PMID
E2F1	DRAM1	1.0	CollecTRI;GEREDB_CollecTRI;TFactS_CollecTRI;TRRUST_CollecTRI	CollecTRI:18408756	PMID
E2F1	ERCC1	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:22159227	PMID
E2F1	ETV4	1.0	CollecTRI;GEREDB_CollecTRI;TRRUST_CollecTRI	CollecTRI:18687701	PMID
E2F1	FANCA	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:18438432	PMID
E2F1	FHIT	-1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:15044096	PMID
E2F1	FLT1	1.0	CollecTRI;TFactS_CollecTRI;TRRUST_CollecTRI	CollecTRI:20516113	PMID
E2F1	GINS3	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:17127213	regulon
E2F1	IL1B	1.0	CollecTRI;CytReg_CollecTRI;TRRUST_CollecTRI	CollecTRI:17707233	PMID
E2F1	IL23A	1.0	CollecTRI;CytReg_CollecTRI;TRRUST_CollecTRI	CollecTRI:17707233	regulon
E2F1	KDR	1.0	CollecTRI;TFactS_CollecTRI;TRRUST_CollecTRI	CollecTRI:20516113	PMID
E2F1	MAP1LC3A	1.0	CollecTRI;TFactS_CollecTRI;TRRUST_CollecTRI	CollecTRI:18408756	PMID
E2F1	MAPK8	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:20800677	regulon
E2F1	MCM5	1.0	CollecTRI;NTNU.Curated_CollecTRI;TFactS_CollecTRI;TRRUST_CollecTRI	CollecTRI:11799067;CollecTRI:17210690	PMID
E2F1	MEFV	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:20805247	PMID
E2F1	MYB	1.0	CollecTRI;DoRothEA-A_CollecTRI;GEREDB_CollecTRI;TFactS_CollecTRI;TRRUST_CollecTRI	CollecTRI:10567569;CollecTRI:15867358;CollecTRI:16299810;CollecTRI:7565760;CollecTRI:7929342;CollecTRI:8137237	PMID
E2F1	MYH10	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:8931991	regulon
E2F1	NPAT	1.0	CollecTRI;Pavlidis2021_CollecTRI;TFactS_CollecTRI;TRRUST_CollecTRI	CollecTRI:12527885;CollecTRI:12665581	PMID
E2F1	PEG10	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:18625225	regulon
E2F1	PTPRO	1.0	CollecTRI;TFactS_CollecTRI;TRRUST_CollecTRI	CollecTRI:18644370	PMID
E2F1	RASGEF1B	1.0	CollecTRI;GEREDB_CollecTRI;SIGNOR_CollecTRI;TRRUST_CollecTRI	CollecTRI:18396012	PMID
E2F1	RASGRP1	1.0	CollecTRI;GEREDB_CollecTRI;SIGNOR_CollecTRI;TRRUST_CollecTRI	CollecTRI:18396012	PMID
E2F1	RNF2	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:17873902	regulon
E2F1	RRM1	1.0	CollecTRI;SIGNOR_CollecTRI;TRRUST_CollecTRI	CollecTRI:14618416	PMID
E2F1	RRM2	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:19416980	PMID
E2F1	RRP1B	1.0	CollecTRI;TFactS_CollecTRI;TRRUST_CollecTRI	CollecTRI:20040599	PMID
E2F1	TNF	1.0	CollecTRI;CytReg_CollecTRI;TRRUST_CollecTRI	CollecTRI:17707233	regulon
E2F1	TOP2A	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:11313881	PMID
E2F1	TP53INP1	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:15706352	PMID
E2F1	ULK1	1.0	CollecTRI;GEREDB_CollecTRI;TFactS_CollecTRI;TRRUST_CollecTRI	CollecTRI:18408756	PMID
E2F1	WWOX	-1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:15044096	PMID
E2F1	ZNF350	-1.0	CollecTRI;TFactS_CollecTRI;TRRUST_CollecTRI	CollecTRI:20713352;CollecTRI:22768064	PMID
E2F2	CUX1	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:18347061	regulon
E2F3	CCNA2	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:16909110	regulon
E2F3	CUX1	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:18347061	regulon
E2F3	MAPK8	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:20800677	regulon
E2F3	PLK1	1.0	CollecTRI;TFactS_CollecTRI;TRRUST_CollecTRI	CollecTRI:16909110;CollecTRI:18439978	PMID
E2F3	TFE3	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:12748276	regulon
E2F3	VEGFA	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:21372519	regulon
E2F4	AR	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:22508987	default activation
E2F4	AURKB	1.0	CollecTRI;DoRothEA-A_CollecTRI;TRRUST_CollecTRI	CollecTRI:15033491;CollecTRI:17531812	default activation
E2F4	CDK2	1.0	CollecTRI;DoRothEA-A_CollecTRI;TRRUST_CollecTRI	CollecTRI:17531812;CollecTRI:22447046	default activation
E2F4	CUX1	1.0	CollecTRI;DoRothEA-A_CollecTRI;TRRUST_CollecTRI	CollecTRI:17531812;CollecTRI:18347061	default activation
HCFC1	E2F4	-1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:17612494	PMID
E2F4	HCFC1	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:14532282	PMID
E2F4	LIN54	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:19725879	default activation
E2F4	MCM10	-1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:15195143	PMID
E2F4	PEG10	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:18625225	default activation
E2F4	TOPBP1	-1.0	CollecTRI;DoRothEA-A_CollecTRI;TRRUST_CollecTRI	CollecTRI:15195143;CollecTRI:17531812	PMID
E2F5	LOXL2	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:20012301	default activation
E2F5	MYC	-1.0	CollecTRI;NTNU.Curated_CollecTRI;TRRUST_CollecTRI	CollecTRI:17132729	PMID
E2F6	CYC1	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:10998368	default activation
E2F6	IL13	1.0	CollecTRI;CytReg_CollecTRI;TRRUST_CollecTRI	CollecTRI:22981205	PMID
E2F7	E2F1	-1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:18202719	PMID
E2F8	CCND1	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:20068156	default activation
E2F8	E2F1	-1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:18202719	PMID
EGR1	AKR1B1	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:12890669	default activation
EGR1	CCND2	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:20590664	default activation
EGR1	CDK5R1	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:15289351	PMID
EGR1	EP300	1.0	CollecTRI;Pavlidis2021_CollecTRI;TFactS_CollecTRI;TRRUST_CollecTRI	CollecTRI:15225550;CollecTRI:15635605;CollecTRI:18798221;CollecTRI:20414733	PMID
EGR1	FCER2	-1.0	CollecTRI;GEREDB_CollecTRI;SIGNOR_CollecTRI;TFactS_CollecTRI;TRRUST_CollecTRI	CollecTRI:9300687	PMID
EGR1	HYAL1	1.0	CollecTRI;SIGNOR_CollecTRI;TRRUST_CollecTRI	CollecTRI:18718911	PMID
EGR1	IL2RB	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:9199305	default activation
EGR1	IMPDH2	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:7896827	default activation
EGR1	KLK3	-1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:15517885	PMID
EGR1	LMTK2	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:15289351	PMID
EGR1	PCSK2	1.0	CollecTRI;GEREDB_CollecTRI;SIGNOR_CollecTRI;TRRUST_CollecTRI	CollecTRI:9359835	PMID
EGR1	PLAU	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:21283769	PMID
EGR1	PLAUR	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:21283769	PMID
EGR1	POR	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:10864447	default activation
EGR1	PTGS2	1.0	CollecTRI;GEREDB_CollecTRI;TRRUST_CollecTRI	CollecTRI:15517885;CollecTRI:17032742;CollecTRI:20546888;CollecTRI:20624458	PMID
EGR1	PTP4A1	1.0	CollecTRI;TFactS_CollecTRI;TRRUST_CollecTRI	CollecTRI:9988683	PMID
EGR1	TCF4	1.0	CollecTRI;GEREDB_CollecTRI;TFactS_CollecTRI;TRRUST_CollecTRI	CollecTRI:18798221	PMID
EGR1	TFPI2	1.0	CollecTRI;GEREDB_CollecTRI;TRRUST_CollecTRI	CollecTRI:12757776	default activation
EGR1	TOE1	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:19508870	default activation
EGR1	UBE2S	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:18780286	PMID
EGR2	IDO1	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:24007274	default activation
EGR2	LIF	1.0	CollecTRI;CytReg_CollecTRI;TRRUST_CollecTRI	CollecTRI:24007274	PMID
EGR2	PTGS2	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:24007274	default activation
EGR3	CAT	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:1906159	PMID
EGR3	SPRY1	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:21826097	default activation
ELF1	CYBB	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:10233904	default activation
ELF1	FCER1A	-1.0	CollecTRI;SIGNOR_CollecTRI;TRRUST_CollecTRI	CollecTRI:11971001	PMID
ELF3	SPRR1A	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:9733767	default activation
ELF3	SPRR3	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:9889002	default activation
ELF4	HBD	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:15286431	PMID
ELF4	MMP9	-1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:12438253	PMID
ELK1	CITED2	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:16740701	regulon
ELK1	EIF2AK1	1.0	CollecTRI;NTNU.Curated_CollecTRI;TRRUST_CollecTRI	CollecTRI:19133234	PMID
ELK1	ERBB2	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:7914192	regulon
ELK1	EZH2	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:22222375	PMID
ELK1	FUT4	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:11006292	regulon
ELK1	MECOM	1.0	CollecTRI;NTNU.Curated_CollecTRI;TRRUST_CollecTRI	CollecTRI:22689058	PMID
ELK1	PDGFB	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:9690620	regulon
ELK1	SKP2	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:16969077	regulon
ELK1	TNFRSF10B	1.0	CollecTRI;NTNU.Curated_CollecTRI;TRRUST_CollecTRI	CollecTRI:21044953;CollecTRI:22065586	PMID
ELK1	CCN5	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:16740701	regulon
ELK4	MCL1	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:21846680	default activation
ELK4	NR2C2	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:21126370	default activation
ENO1	MYCN	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:15382088	default activation
EP300	ABCB1	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:22154511	default activation
EP300	ALOX15	1.0	CollecTRI;SIGNOR_CollecTRI;TRRUST_CollecTRI	CollecTRI:12517954	PMID
EP300	BIRC5	-1.0	CollecTRI;NTNU.Curated_CollecTRI;TRRUST_CollecTRI	CollecTRI:19102934;CollecTRI:20660371	PMID
EP300	CA9	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:16270297	PMID
EP300	CCNB2	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:12482752	default activation
EP300	CCND1	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:20101207	default activation
EP300	CCNE1	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:12414652	PMID
EP300	CDKN1A	1.0	CollecTRI;GOA_CollecTRI;NTNU.Curated_CollecTRI;TRRUST_CollecTRI	CollecTRI:10362258;CollecTRI:15509808;CollecTRI:21245169;CollecTRI:21858218;CollecTRI:22000024	PMID
EP300	CDKN2B	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:19419955;CollecTRI:22000024	default activation
EP300	COL1A2	1.0	CollecTRI;TFactS_CollecTRI;TRRUST_CollecTRI	CollecTRI:19828133;CollecTRI:24058639	PMID
EP300	CRABP1	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:18000064	PMID
EP300	CXCL8	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:19966855	default activation
EP300	CYBB	-1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:14605447	PMID
EP300	CYP1B1	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:20631054	default activation
EP300	DNMT1	1.0	CollecTRI;TFactS_CollecTRI;TRRUST_CollecTRI	CollecTRI:19275888	PMID
EP300	EIF2AK1	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:19133234	PMID
EP300	EPO	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:20368990	PMID
EP300	ERBB2	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:9045619	default activation
EP300	EZH2	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:25088689	default activation
EP300	GFAP	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:20414733	PMID
EP300	HINFP	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:17826007	PMID
EP300	IFNG	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:12836278	PMID
EP300	IGF1	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:18281476	default activation
EP300	IGFBP3	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:12200149	PMID
EP300	IL12B	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:15482860	PMID
EP300	IL5	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:16922677	default activation
EP300	IL6	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:19966855	default activation
EP300	KLK3	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:23884959	default activation
EP300	KRT16	1.0	CollecTRI;SIGNOR_CollecTRI;TRRUST_CollecTRI	CollecTRI:12954631;CollecTRI:16214953	PMID
EP300	LAMA3	-1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:10713141	PMID
EP300	MDM2	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:11591713	default activation
EP300	MGMT	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:22675172	default activation
EP300	MMP9	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:18985009	PMID
MYC	EP300	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:12776737	default activation
EP300	MYC	-1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:19279113	PMID
EP300	NR0B2	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:18842595	PMID
NR0B2	EP300	1.0	CollecTRI;GEREDB_CollecTRI	CollecTRI:17074765	default activation
EP300	NR1H4	-1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:18842595	PMID
EP300	PARP1	1.0	CollecTRI;TRRUST_CollecTRI	CollecTRI:17065349	default activation
